estado,data,primeiro_estadiamento,custo_estadiamento,numero_pacientes,numero_municipios,obitos,obitos_futuros,numero_procedimentos,numero_diagnosticos
Rio Grande do Norte,200804,4,118873.24999999999,79,29,0,6,79,6
Rio Grande do Norte,200804,3,310833.22,462,90,0,11,476,30
Rio Grande do Norte,200804,2,146570.81999999998,505,93,0,6,514,19
Rio Grande do Norte,200804,,2378.9,1,1,0,0,1,0
Rio Grande do Norte,200804,0,239.25,3,3,0,0,3,0
Paraíba,200804,2,98962.65999999996,543,106,0,7,553,28
Paraíba,200804,3,195239.47999999986,529,132,1,13,546,46
Paraíba,200804,4,58492.310000000005,75,32,0,1,77,6
Paraíba,200804,0,15300.029999999999,38,14,0,0,39,4
Paraíba,200804,1,13311.11,154,34,0,0,154,4
Pernambuco,200804,1,26658.880000000012,143,42,0,0,144,15
Pernambuco,200804,2,133636.8,749,115,0,5,759,70
Pernambuco,200804,3,266579.88999999996,601,106,0,7,627,71
Pernambuco,200804,4,232434.94999999992,266,58,0,4,274,26
Pernambuco,200804,,6005.43,9,6,0,0,9,0
Pernambuco,200804,0,49963.53,141,41,0,3,143,57
Alagoas,200804,2,107574.67999999998,402,59,1,16,420,15
Alagoas,200804,3,118838.54999999999,194,46,4,16,202,23
Alagoas,200804,1,18093.01,126,29,0,1,130,9
Alagoas,200804,0,8090.289999999999,17,5,0,1,20,1
Alagoas,200804,4,76634.35,59,23,2,7,65,3
Sergipe,200804,1,3807.79,28,11,0,0,29,2
Sergipe,200804,2,36463.6,254,42,0,1,257,12
Sergipe,200804,3,80498.1,136,37,0,0,136,24
Sergipe,200804,4,48885.62,57,16,0,0,58,7
Sergipe,200804,0,951.37,5,2,0,0,5,1
Bahia,200804,3,381656.00999999983,892,205,1,27,938,73
Bahia,200804,4,332106.39000000013,361,109,1,13,366,32
Bahia,200804,2,215383.25999999992,1408,233,0,13,1448,69
Bahia,200804,1,72051.56,615,110,0,3,629,32
Bahia,200804,0,7440.4800000000005,25,13,0,1,26,2
Minas Gerais,200804,1,299268.56,2272,340,1,18,2324,131
Minas Gerais,200804,2,808586.6600000017,4091,512,2,44,4187,211
Minas Gerais,200804,3,1069007.1800000009,2548,443,1,70,2642,191
Minas Gerais,200804,4,658580.0800000007,740,231,5,36,770,64
Minas Gerais,200804,0,42288.2,90,47,0,0,95,20
Minas Gerais,200804,,147.1,1,1,0,0,1,0
Espírito Santo,200804,1,56501.06,359,50,0,4,366,22
Espírito Santo,200804,3,191595.37,423,58,0,14,433,27
Espírito Santo,200804,4,206685.55000000005,230,45,1,8,234,19
Espírito Santo,200804,2,112656.81000000001,802,68,0,9,809,17
Espírito Santo,200804,0,877.37,4,4,0,0,4,2
Espírito Santo,200804,,899.0,2,2,0,1,2,0
Rio de Janeiro,200804,1,135421.86000000002,1085,62,0,6,1105,52
Rio de Janeiro,200804,2,411211.46999999986,2529,78,1,21,2569,103
Rio de Janeiro,200804,3,738599.9700000009,1952,75,2,28,2014,139
Rio de Janeiro,200804,4,547254.9800000002,994,61,3,37,1012,75
Rio de Janeiro,200804,0,16503.67,67,20,0,1,67,8
Rio de Janeiro,200804,,12963.48,7,2,0,0,7,0
São Paulo,200804,1,767084.8700000009,4756,393,2,36,4823,279
São Paulo,200804,0,372517.9499999997,1095,172,1,11,1116,91
São Paulo,200804,2,1344050.280000001,7515,515,3,99,7638,521
São Paulo,200804,3,2032316.6800000002,4409,458,5,130,4574,428
São Paulo,200804,4,1550561.8000000017,1894,272,10,91,1953,242
São Paulo,200804,,6225.179999999999,7,5,1,1,8,0
Paraná,200804,2,450899.6800000002,2289,281,3,35,2344,108
Paraná,200804,3,586763.8700000008,1565,262,1,51,1638,83
Paraná,200804,1,122905.81999999996,958,156,0,6,974,42
Paraná,200804,4,415379.89000000025,484,142,5,41,513,31
Paraná,200804,0,17297.47,66,33,0,2,66,12
Santa Catarina,200804,1,107537.90000000002,769,122,0,3,790,224
Santa Catarina,200804,2,210599.66000000003,1150,169,1,12,1179,281
Santa Catarina,200804,3,205771.33,583,143,1,18,596,139
Santa Catarina,200804,4,171570.42,251,96,3,19,260,56
Santa Catarina,200804,0,6222.4800000000005,38,23,0,0,39,14
Santa Catarina,200804,,0.0,1,1,0,0,1,0
Rio Grande do Sul,200804,1,231961.02999999988,1789,273,0,19,1811,102
Rio Grande do Sul,200804,2,702233.2600000006,3670,371,0,53,3749,167
Rio Grande do Sul,200804,3,678864.0300000003,1669,294,3,47,1728,113
Rio Grande do Sul,200804,0,70715.43000000001,393,98,0,0,403,13
Rio Grande do Sul,200804,4,721819.4800000003,997,226,5,43,1023,48
Mato Grosso do Sul,200804,2,154005.58,551,55,0,6,571,12
Mato Grosso do Sul,200804,3,169285.15,315,55,1,11,327,10
Mato Grosso do Sul,200804,1,46124.369999999995,233,31,0,1,236,7
Mato Grosso do Sul,200804,4,48129.950000000004,46,11,1,4,47,3
Mato Grosso do Sul,200804,,0.0,1,1,0,0,1,0
Mato Grosso do Sul,200804,0,3359.12,9,3,0,0,9,1
Mato Grosso,200804,1,12972.31,130,33,0,4,132,3
Mato Grosso,200804,3,142715.84999999998,299,69,1,29,306,14
Mato Grosso,200804,4,30115.8,36,14,1,6,38,3
Mato Grosso,200804,2,46069.28,255,49,0,7,261,11
Mato Grosso,200804,0,4078.4700000000003,6,4,0,0,6,0
Goiás,200804,2,225847.41999999984,1037,127,0,12,1061,50
Goiás,200804,3,374069.38999999996,534,109,0,20,557,43
Goiás,200804,1,50747.68,275,61,0,2,282,16
Goiás,200804,4,107081.33999999997,106,33,1,7,111,9
Goiás,200804,0,32384.83,64,22,0,1,67,12
Distrito Federal,200804,0,9562.26,32,1,0,1,33,5
Distrito Federal,200804,1,10246.37,105,1,0,0,107,17
Distrito Federal,200804,2,56928.920000000035,371,1,0,1,377,70
Distrito Federal,200804,3,73952.07999999996,197,1,1,1,200,54
Distrito Federal,200804,4,109587.53999999998,157,1,0,1,168,36
Rondônia,200805,1,1885.47,17,9,0,0,17,1
Rondônia,200805,2,10583.97,50,17,0,1,51,6
Rondônia,200805,3,55128.2,77,26,0,2,84,7
Rondônia,200805,4,35570.72000000001,25,10,0,1,25,0
Acre,200805,4,11160.05,17,4,1,1,17,3
Acre,200805,3,10491.550000000001,15,6,0,0,17,4
Acre,200805,2,6101.369999999999,29,5,0,0,32,8
Acre,200805,1,1382.94,17,2,0,0,18,3
Amazonas,200805,3,85167.29,159,15,1,1,170,16
Amazonas,200805,2,79872.06,284,15,0,2,291,8
Amazonas,200805,4,23076.119999999995,30,2,0,1,31,0
Amazonas,200805,1,15311.38,75,3,0,1,78,1
Roraima,200805,2,2091.44,7,1,0,0,10,1
Roraima,200805,3,4269.280000000001,6,1,0,0,6,1
Roraima,200805,4,2443.6800000000003,1,1,0,0,2,0
Pará,200805,2,64041.62999999999,361,25,0,0,364,133
Pará,200805,4,29367.3,59,13,0,0,59,22
Pará,200805,1,33845.08,135,20,0,0,137,28
Pará,200805,3,77936.38,181,24,0,0,183,58
Amapá,200805,2,4933.150000000001,14,2,0,0,14,3
Amapá,200805,3,3314.17,4,1,0,0,4,1
Amapá,200805,4,1142.4,2,1,0,0,2,0
Tocantins,200805,3,7686.219999999999,12,7,0,1,12,1
Tocantins,200805,2,6607.8,18,16,0,0,18,1
Tocantins,200805,1,1875.17,10,10,0,1,10,0
Tocantins,200805,4,8934.7,5,3,0,0,5,0
Tocantins,200805,0,159.5,2,1,0,0,2,0
Maranhão,200805,2,43488.42,207,50,1,4,209,11
Maranhão,200805,3,106741.28000000001,217,58,0,8,226,17
Maranhão,200805,1,66155.32,239,74,0,9,248,2
Maranhão,200805,4,52496.5,50,18,2,4,51,3
Maranhão,200805,0,79.75,1,1,0,0,1,0
Piauí,200805,1,208751.49999999988,682,131,0,11,702,2
Piauí,200805,3,26498.470000000005,39,22,0,2,39,18
Piauí,200805,2,10900.88,45,21,0,0,46,18
Piauí,200805,4,5323.51,10,6,0,1,11,3
Piauí,200805,0,79.75,1,1,0,0,1,0
Ceará,200805,3,556650.9700000003,1237,139,0,6,1277,55
Ceará,200805,1,119532.32999999997,758,75,0,0,764,20
Ceará,200805,2,395149.73999999993,1651,131,1,2,1684,36
Ceará,200805,4,199948.5299999999,300,73,0,2,311,8
Ceará,200805,0,200871.78999999983,490,71,0,0,515,31
Rio Grande do Norte,200805,1,29376.15,248,40,0,2,249,9
Rio Grande do Norte,200805,2,134636.63999999998,528,93,0,7,537,19
Rio Grande do Norte,200805,4,103267.49999999999,81,29,2,6,81,3
Rio Grande do Norte,200805,3,290481.63999999996,481,94,2,13,497,20
Rio Grande do Norte,200805,,2378.9,1,1,0,0,1,0
Rio Grande do Norte,200805,0,239.25,3,3,0,0,3,0
Paraíba,200805,2,102130.83,555,109,0,7,572,20
Paraíba,200805,3,202369.69999999987,539,132,1,14,561,25
Paraíba,200805,0,12185.939999999999,36,12,0,0,37,1
Paraíba,200805,4,73849.90999999999,81,36,1,2,89,8
Paraíba,200805,1,13649.929999999998,156,34,0,0,157,4
Pernambuco,200805,0,80358.06,206,52,1,6,208,45
Pernambuco,200805,1,24751.010000000002,153,46,0,0,154,19
Pernambuco,200805,2,145321.31,815,116,0,5,835,58
Pernambuco,200805,3,282050.3999999999,665,106,0,9,691,61
Pernambuco,200805,4,246176.82999999996,296,58,0,6,306,32
Pernambuco,200805,,919.33,5,4,0,0,5,0
Alagoas,200805,2,98153.78999999995,414,60,0,16,438,20
Alagoas,200805,1,14486.289999999997,127,31,1,1,129,4
Alagoas,200805,0,8526.07,19,7,0,1,20,2
Alagoas,200805,3,105056.67,202,46,2,18,217,14
Alagoas,200805,4,76444.60999999999,56,22,0,7,63,1
Sergipe,200805,1,4501.24,30,10,0,0,31,2
Sergipe,200805,2,33248.86000000001,272,42,0,1,275,9
Sergipe,200805,4,42215.200000000004,52,17,0,0,53,1
Sergipe,200805,0,1423.14,5,2,0,0,5,0
Sergipe,200805,3,89281.66999999995,143,40,0,0,147,7
Bahia,200805,2,231590.01999999984,1478,243,1,12,1522,59
Bahia,200805,3,420803.93000000017,933,215,1,31,982,59
Bahia,200805,1,74677.48,638,119,1,4,655,25
Bahia,200805,4,351650.0799999998,370,107,1,14,383,22
Bahia,200805,0,7690.429999999999,21,13,0,1,21,3
Minas Gerais,200805,1,298850.14,2335,343,0,18,2391,74
Minas Gerais,200805,2,824227.9800000013,4241,524,1,49,4372,139
Minas Gerais,200805,3,1105474.910000001,2675,456,3,74,2813,117
Minas Gerais,200805,4,657431.5300000004,760,231,2,38,793,36
Minas Gerais,200805,0,52723.48,99,48,0,0,114,10
Minas Gerais,200805,,529.25,2,1,0,0,2,0
Espírito Santo,200805,1,50655.37999999999,370,52,0,4,374,7
Espírito Santo,200805,2,108289.31000000003,827,67,0,9,845,17
Espírito Santo,200805,3,171190.63,434,60,1,13,452,15
Espírito Santo,200805,4,194519.96,230,42,1,8,235,10
Espírito Santo,200805,,899.0,2,2,0,1,2,0
Espírito Santo,200805,0,1354.13,4,4,0,0,4,0
Rio de Janeiro,200805,1,148753.61999999997,1150,70,0,7,1182,60
Rio de Janeiro,200805,4,636979.9200000003,1048,69,7,41,1105,57
Rio de Janeiro,200805,3,723380.5200000001,1959,77,3,30,2034,111
Rio de Janeiro,200805,2,462764.6199999999,2605,85,2,24,2663,92
Rio de Janeiro,200805,,1474.28,2,2,0,0,2,0
Rio de Janeiro,200805,0,16323.420000000002,47,17,0,1,47,8
São Paulo,200805,1,749270.0600000003,4975,401,1,36,5065,205
São Paulo,200805,2,1346255.3000000012,7848,519,2,101,8027,339
São Paulo,200805,3,2043173.2100000004,4560,459,6,135,4749,256
São Paulo,200805,4,1503184.1499999997,1989,274,5,89,2064,135
São Paulo,200805,0,358737.08999999985,1075,166,3,11,1115,75
São Paulo,200805,,7096.86,8,5,0,0,8,0
Paraná,200805,2,430316.8900000002,2325,285,6,33,2381,90
Paraná,200805,3,600562.0500000006,1604,265,4,55,1705,51
Paraná,200805,4,387888.61000000004,500,142,5,39,536,28
Paraná,200805,0,19586.29,70,33,0,2,71,8
Paraná,200805,1,131394.31,978,156,1,5,1003,37
Paraná,200805,,79.75,1,1,0,0,1,0
Santa Catarina,200805,1,142947.19999999998,740,124,0,3,759,50
Santa Catarina,200805,2,194329.10999999996,1137,179,1,13,1160,128
Santa Catarina,200805,3,219800.3799999999,587,141,0,15,600,54
Santa Catarina,200805,0,7345.130000000001,38,23,0,0,38,4
Santa Catarina,200805,4,170955.93999999997,241,98,1,16,257,37
Santa Catarina,200805,,0.0,1,1,0,0,1,0
Rio Grande do Sul,200805,1,229530.97999999992,1852,277,1,22,1891,48
Rio Grande do Sul,200805,2,713568.6300000007,3827,371,3,54,3930,110
Rio Grande do Sul,200805,3,677665.7600000008,1765,297,4,45,1849,79
Rio Grande do Sul,200805,4,683876.0300000005,1038,228,8,44,1068,46
Rio Grande do Sul,200805,0,78812.60999999997,406,102,0,0,418,6
Mato Grosso do Sul,200805,2,157875.23999999985,548,55,0,6,571,7
Mato Grosso do Sul,200805,3,167120.92,330,55,2,9,350,19
Mato Grosso do Sul,200805,1,43048.990000000005,246,33,0,1,248,11
Mato Grosso do Sul,200805,4,43470.25000000001,47,12,1,3,48,2
Mato Grosso do Sul,200805,0,2652.84,9,3,0,0,9,1
Mato Grosso,200805,3,148292.36999999994,309,68,1,28,318,25
Mato Grosso,200805,1,15349.76,134,32,0,4,138,6
Mato Grosso,200805,2,51072.39,264,52,0,8,268,9
Mato Grosso,200805,4,27831.96,35,14,0,6,38,0
Mato Grosso,200805,,2962.28,3,2,0,0,3,0
Mato Grosso,200805,0,2535.2200000000003,6,4,0,0,6,0
Goiás,200805,2,229418.30999999988,1083,134,1,14,1104,27
Goiás,200805,3,350524.46999999986,540,107,1,21,570,17
Goiás,200805,1,54486.54000000001,275,61,0,1,286,7
Goiás,200805,4,91785.16000000002,106,32,0,6,109,6
Goiás,200805,0,33377.729999999996,78,26,0,2,82,12
Distrito Federal,200805,0,7634.219999999999,31,1,0,1,31,3
Distrito Federal,200805,1,10111.099999999999,109,1,0,0,112,5
Distrito Federal,200805,2,56104.64000000004,391,1,0,1,396,21
Distrito Federal,200805,3,68372.32,199,1,0,1,204,15
Distrito Federal,200805,4,112796.93999999996,157,1,0,1,163,6
Rondônia,200806,1,1988.75,17,9,0,0,18,1
Rondônia,200806,2,20458.76,60,19,0,1,64,3
Rondônia,200806,3,45528.200000000004,83,28,0,3,91,6
Rondônia,200806,4,28739.420000000002,25,11,0,2,25,1
Acre,200806,4,11060.41,11,3,0,0,13,1
Acre,200806,2,4380.9400000000005,28,7,0,0,29,4
Acre,200806,3,10292.03,10,2,0,0,11,1
Acre,200806,1,1504.83,12,2,0,0,13,2
Acre,200806,,800.38,1,1,0,0,2,0
Acre,200806,0,1062.65,1,1,0,0,1,1
Amazonas,200806,3,98504.58999999994,164,15,1,1,170,13
Amazonas,200806,2,84974.37,289,17,0,2,299,12
Amazonas,200806,4,29182.000000000007,34,2,0,1,34,3
Amazonas,200806,1,15654.07,76,3,0,1,79,2
Roraima,200806,1,2458.65,2,1,0,0,2,0
Roraima,200806,2,3637.7900000000004,7,1,0,0,9,0
Roraima,200806,3,6700.46,5,1,0,0,5,1
Pará,200806,2,43597.83000000001,215,19,0,0,217,100
Pará,200806,4,19436.809999999998,38,9,0,0,38,17
Pará,200806,3,59989.66000000002,119,20,0,0,119,62
Pará,200806,1,14655.759999999998,86,18,0,0,89,22
Amapá,200806,1,1086.42,6,2,0,0,6,0
Amapá,200806,2,5067.85,13,2,0,0,13,3
Amapá,200806,3,6755.719999999999,6,3,0,0,6,3
Tocantins,200806,3,7849.200000000001,12,7,0,1,12,1
Tocantins,200806,2,4815.2,18,15,0,0,18,1
Tocantins,200806,4,8485.2,4,2,0,0,4,0
Tocantins,200806,1,2585.9700000000003,7,7,0,1,8,0
Maranhão,200806,1,61482.360000000015,236,75,1,9,242,4
Maranhão,200806,2,37260.34000000001,212,51,0,4,219,8
Maranhão,200806,3,105073.89999999998,222,63,1,8,231,13
Maranhão,200806,4,45794.97,47,19,1,3,53,2
Maranhão,200806,0,79.75,1,1,0,0,1,0
Piauí,200806,3,37692.85,52,28,0,3,52,13
Piauí,200806,1,217413.32999999993,678,130,0,13,692,5
Piauí,200806,2,12106.159999999998,58,26,0,0,58,13
Piauí,200806,4,7022.61,13,7,0,1,15,2
Piauí,200806,0,159.5,2,2,0,0,2,0
Ceará,200806,1,117977.86999999998,743,74,0,0,752,17
Ceará,200806,2,376805.7299999999,1561,126,0,2,1602,32
Ceará,200806,3,553471.3600000008,1204,137,0,6,1245,47
Ceará,200806,4,210982.51999999987,307,72,0,2,319,18
Ceará,200806,0,194670.7199999999,502,73,0,0,522,28
Rio Grande do Norte,200806,1,28070.45,247,41,0,2,249,4
Rio Grande do Norte,200806,2,141632.10999999993,521,90,0,7,543,13
Rio Grande do Norte,200806,4,103228.24999999999,72,26,0,4,73,1
Rio Grande do Norte,200806,3,275110.86999999994,472,89,1,12,486,14
Rio Grande do Norte,200806,,0.0,1,1,0,0,1,0
Rio Grande do Norte,200806,0,239.25,3,3,0,0,3,0
Paraíba,200806,2,99116.35999999996,554,110,0,7,570,9
Paraíba,200806,3,197851.0699999999,540,129,0,14,566,12
Paraíba,200806,0,9323.71,30,11,0,0,30,2
Paraíba,200806,4,58263.58000000001,82,34,1,1,89,6
Paraíba,200806,1,16066.66,159,34,0,0,160,3
Pernambuco,200806,0,82241.97999999998,190,49,0,5,196,10
Pernambuco,200806,1,32033.88,183,49,0,0,186,20
Pernambuco,200806,2,166093.82999999996,918,120,1,5,938,66
Pernambuco,200806,3,312702.68000000005,742,112,0,8,767,64
Pernambuco,200806,4,254127.13999999998,323,62,0,6,328,31
Pernambuco,200806,,850.01,4,4,0,0,4,0
Alagoas,200806,1,16863.79,124,32,0,1,128,2
Alagoas,200806,2,99014.89999999997,423,61,0,16,447,10
Alagoas,200806,3,110572.61999999995,212,49,1,15,228,20
Alagoas,200806,4,77904.91,60,22,0,7,65,3
Alagoas,200806,0,7588.85,20,7,0,1,20,1
Sergipe,200806,2,31389.250000000007,233,43,0,1,239,10
Sergipe,200806,4,31023.77,39,15,0,0,39,3
Sergipe,200806,1,3631.07,31,10,0,0,31,2
Sergipe,200806,3,76652.34000000001,125,40,0,0,128,19
Sergipe,200806,0,924.97,5,2,0,0,5,0
Bahia,200806,2,202221.33999999997,1482,242,1,11,1513,43
Bahia,200806,3,424992.9100000004,961,211,3,28,1006,49
Bahia,200806,1,71640.23,642,120,0,4,654,14
Bahia,200806,4,322733.8299999999,377,111,3,13,398,23
Bahia,200806,0,7159.420000000001,24,14,0,1,25,3
Minas Gerais,200806,1,321230.7899999998,2373,342,0,18,2447,72
Minas Gerais,200806,3,1103399.4500000016,2744,463,3,76,2856,140
Minas Gerais,200806,2,795118.6000000014,4249,529,1,49,4383,115
Minas Gerais,200806,4,658118.6900000005,776,236,2,38,825,36
Minas Gerais,200806,0,45407.35,97,47,0,0,107,11
Minas Gerais,200806,,596.6,2,1,0,0,2,0
Espírito Santo,200806,2,118806.73000000001,836,68,0,9,854,22
Espírito Santo,200806,4,187925.49000000005,223,42,1,8,232,9
Espírito Santo,200806,3,182783.00999999992,435,61,0,12,461,27
Espírito Santo,200806,1,47734.619999999995,380,53,0,3,385,11
Espírito Santo,200806,,1348.5,3,2,0,1,3,0
Espírito Santo,200806,0,667.4,5,4,0,0,5,1
Rio de Janeiro,200806,3,713374.8900000005,2021,76,1,32,2098,112
Rio de Janeiro,200806,2,483649.83000000013,2662,85,2,25,2736,113
Rio de Janeiro,200806,4,643106.2500000003,1074,69,3,38,1119,62
Rio de Janeiro,200806,0,20700.230000000003,74,23,0,1,74,9
Rio de Janeiro,200806,,5494.4400000000005,7,3,0,0,7,0
Rio de Janeiro,200806,1,155682.14999999994,1208,71,0,8,1244,55
São Paulo,200806,1,771561.6300000013,5059,405,3,35,5165,166
São Paulo,200806,2,1407078.0300000017,7998,515,2,101,8170,314
São Paulo,200806,3,2140760.2399999998,4709,458,8,132,4897,298
São Paulo,200806,4,1508325.4000000006,2003,275,14,94,2088,135
São Paulo,200806,0,358063.24999999994,1124,170,1,10,1161,73
São Paulo,200806,,7483.34,10,7,0,0,10,0
Paraná,200806,2,470329.9800000003,2367,286,2,31,2445,85
Paraná,200806,3,622853.5000000009,1607,263,2,52,1721,47
Paraná,200806,4,393755.02,497,142,3,39,520,29
Paraná,200806,0,22258.100000000002,74,34,0,2,77,8
Paraná,200806,1,134796.72999999998,992,159,0,6,1008,28
Paraná,200806,,571.5,1,1,0,0,1,0
Santa Catarina,200806,1,54429.360000000015,739,122,0,3,758,31
Santa Catarina,200806,2,112195.54,1206,175,2,13,1233,76
Santa Catarina,200806,3,128349.87000000002,610,145,0,21,640,47
Santa Catarina,200806,4,157004.74999999997,263,96,2,16,277,31
Santa Catarina,200806,0,3496.5999999999995,38,24,0,0,39,4
Rio Grande do Sul,200806,1,226976.66999999993,1894,278,0,22,1931,58
Rio Grande do Sul,200806,2,722969.2700000007,3934,374,3,54,4037,130
Rio Grande do Sul,200806,3,699911.7400000006,1849,294,5,49,1929,90
Rio Grande do Sul,200806,4,695635.5700000002,1048,224,4,41,1095,40
Rio Grande do Sul,200806,0,69819.89000000001,412,101,0,0,419,6
Mato Grosso do Sul,200806,2,151435.59999999998,558,56,0,6,583,14
Mato Grosso do Sul,200806,3,179973.12999999995,326,55,0,11,349,12
Mato Grosso do Sul,200806,1,43280.64,243,33,0,1,244,5
Mato Grosso do Sul,200806,4,49796.82000000001,47,13,0,3,47,4
Mato Grosso do Sul,200806,0,2395.35,8,2,0,0,8,0
Mato Grosso,200806,3,163659.47999999986,322,68,4,27,334,21
Mato Grosso,200806,2,53347.48000000001,267,52,0,8,274,9
Mato Grosso,200806,1,20044.71,135,34,1,4,140,5
Mato Grosso,200806,4,22641.85,31,14,1,6,31,1
Mato Grosso,200806,,7011.660000000001,4,2,0,0,4,0
Mato Grosso,200806,0,1581.75,3,2,0,0,3,0
Goiás,200806,2,230135.09999999983,1070,129,0,14,1095,24
Goiás,200806,3,360170.98999999976,547,106,1,23,577,25
Goiás,200806,4,79832.29999999999,98,33,1,7,103,3
Goiás,200806,0,39529.0,78,25,0,2,79,5
Goiás,200806,1,47548.48000000001,274,59,0,1,282,5
Distrito Federal,200806,,147.1,1,1,0,0,1,0
Distrito Federal,200806,1,10265.9,96,1,0,0,98,1
Distrito Federal,200806,2,55208.75000000002,354,1,0,1,357,22
Distrito Federal,200806,3,65641.45999999998,191,1,0,1,195,9
Distrito Federal,200806,4,96234.10999999999,139,1,0,1,141,2
Rondônia,200807,1,4511.869999999999,21,11,0,0,21,6
Rondônia,200807,2,13978.67,49,17,0,0,50,3
Rondônia,200807,3,45811.97000000001,74,23,0,3,77,8
Rondônia,200807,4,30768.57,23,10,1,2,23,0
Acre,200807,4,12383.77,10,4,1,1,12,1
Acre,200807,2,5437.669999999999,19,5,0,0,21,2
Acre,200807,3,5819.950000000001,9,2,0,0,10,1
Acre,200807,1,1330.63,12,2,0,0,13,0
Acre,200807,,793.06,1,1,0,0,2,0
Acre,200807,0,1062.65,1,1,0,0,1,0
Amazonas,200807,3,114619.5999999999,168,17,1,1,179,19
Amazonas,200807,2,80170.62999999999,275,16,0,2,285,6
Amazonas,200807,1,13703.64,74,4,0,1,75,3
Amazonas,200807,4,29701.510000000006,32,2,1,1,34,2
Roraima,200807,1,79.75,1,1,0,0,1,0
Roraima,200807,2,3709.2000000000003,6,1,0,0,8,0
Roraima,200807,3,4267.37,5,1,0,0,5,0
Roraima,200807,4,2378.9,1,1,0,0,1,0
Pará,200807,1,21444.75,111,20,0,0,113,19
Pará,200807,2,66571.92000000001,270,24,0,0,270,65
Pará,200807,3,99859.74999999999,186,30,0,1,187,63
Pará,200807,4,26162.320000000003,55,12,0,0,55,17
Amapá,200807,1,1166.17,7,2,0,0,7,0
Amapá,200807,2,5891.25,11,2,0,0,11,0
Amapá,200807,4,5041.1,4,1,0,0,4,0
Amapá,200807,3,5693.07,5,2,0,0,5,0
Tocantins,200807,2,9769.89,44,25,0,1,46,3
Tocantins,200807,4,20290.25,14,8,1,2,14,2
Tocantins,200807,1,2128.8,16,12,0,1,17,0
Tocantins,200807,3,15138.710000000001,26,13,0,2,26,6
Tocantins,200807,0,159.5,2,1,0,0,2,0
Maranhão,200807,1,53401.46000000001,228,73,1,8,233,2
Maranhão,200807,3,129640.81000000001,219,68,0,10,228,28
Maranhão,200807,2,39494.340000000004,201,47,0,3,206,10
Maranhão,200807,4,39231.740000000005,44,19,1,4,45,2
Maranhão,200807,0,449.83,2,2,0,0,2,1
Piauí,200807,1,196678.43999999992,665,129,1,12,681,4
Piauí,200807,4,11716.929999999998,19,13,0,2,22,6
Piauí,200807,3,45096.33000000001,61,29,1,3,63,11
Piauí,200807,2,15747.909999999996,68,28,0,0,68,13
Piauí,200807,0,159.5,2,2,0,0,2,0
Ceará,200807,2,365227.6999999999,1546,124,0,2,1568,36
Ceará,200807,3,545180.2400000008,1193,132,0,6,1221,58
Ceará,200807,4,216557.97999999984,301,73,0,2,315,20
Ceará,200807,0,170364.8899999999,502,74,0,0,515,33
Ceará,200807,1,114738.19999999998,740,72,0,0,747,29
Rio Grande do Norte,200807,1,35102.350000000006,246,43,0,2,246,10
Rio Grande do Norte,200807,4,109510.44999999998,74,26,1,4,74,6
Rio Grande do Norte,200807,3,296592.49999999994,473,89,0,12,494,20
Rio Grande do Norte,200807,2,122732.78999999998,366,81,0,6,379,14
Rio Grande do Norte,200807,0,239.25,3,3,0,0,3,0
Paraíba,200807,2,76344.31999999999,495,104,0,5,502,15
Paraíba,200807,3,225574.3199999999,555,130,3,14,589,24
Paraíba,200807,0,11204.44,35,14,0,0,37,6
Paraíba,200807,4,57307.82000000001,73,31,0,0,78,3
Paraíba,200807,1,14273.109999999999,157,33,0,0,158,2
Pernambuco,200807,0,96237.97,210,49,0,5,216,12
Pernambuco,200807,1,43939.33,231,58,0,0,236,59
Pernambuco,200807,2,189926.16999999998,976,128,0,7,989,214
Pernambuco,200807,3,364651.69,773,119,1,9,800,127
Pernambuco,200807,4,263710.83,312,64,0,7,318,33
